a100.txt, 0.0049, 
a1000.txt, 0.044, 
a10000.txt, 0.4618, 
a100000.txt, 4.8389, 
a1000000.txt, 47.9811, 
a1250000.txt, 61.8561, 
a15000.txt, 0.7044, 
a1500000.txt, 77.9914, 
a200.txt, 0.0098, 
a2000.txt, 0.091, 
a200000.txt, 9.7834, 
a2000000.txt, 100.274, 
a30000.txt, 1.3782, 
a500.txt, 0.024, 
a5000.txt, 0.2364, 
a50000.txt, 2.3691, 
a500000.txt, 24.5651, 
a7500.txt, 0.3577, 
a75000.txt, 3.3098, 
a750000.txt, 36.4321, 
d100.txt, 0.009, 
d1000.txt, 0.1245, 
d10000.txt, 1.6977, 
d100000.txt, 11.7144, 
d1000000.txt, 54.9708, 
d1250000.txt, 64.8786, 
d15000.txt, 2.511, 
d1500000.txt, 75.8355, 
d200.txt, 0.0179, 
d2000.txt, 0.2607, 
d200000.txt, 16.3265, 
d2000000.txt, 98.5134, 
d30000.txt, 4.698, 
d500.txt, 0.0519, 
d5000.txt, 0.8066, 
d50000.txt, 7.0893, 
d500000.txt, 31.2731, 
d7500.txt, 1.1628, 
d75000.txt, 9.5197, 
d750000.txt, 44.1915, 
o100.txt, 0.0017, 
o1000.txt, 0.0138, 
o10000.txt, 0.1418, 
o100000.txt, 1.3337, 
o1000000.txt, 14.4961, 
o1250000.txt, 17.7379, 
o15000.txt, 0.1993, 
o1500000.txt, 23.2049, 
o200.txt, 0.0031, 
o2000.txt, 0.0286, 
o200000.txt, 2.9289, 
o2000000.txt, 32.9, 
o30000.txt, 0.4809, 
o500.txt, 0.0075, 
o5000.txt, 0.0717, 
o50000.txt, 0.7168, 
o500000.txt, 7.6894, 
o7500.txt, 0.1089, 
o75000.txt, 1.065, 
o750000.txt, 10.8763, 
po100.txt, 0.0035, 
po1000.txt, 0.0156, 
po10000.txt, 0.14, 
po100000.txt, 1.3371, 
po1000000.txt, 16.715, 
po1250000.txt, 18.1977, 
po15000.txt, 0.2019, 
po1500000.txt, 23.7989, 
po200.txt, 0.005, 
po2000.txt, 0.0465, 
po200000.txt, 2.8365, 
po2000000.txt, 32.9145, 
po30000.txt, 0.4149, 
po500.txt, 0.0085, 
po5000.txt, 0.0734, 
po50000.txt, 0.6919, 
po500000.txt, 7.6949, 
po7500.txt, 0.1177, 
po75000.txt, 1.0723, 
po750000.txt, 11.0431, 
